from.id    from.cord  to.id      to.cord
     3        75000     82      2050000
    83      2075000    162      4050000
   163      4075000    242      6050000
   243      6075000    322      8050000
   323      8075000    402     10050000
   403     10075000    482     12050000
   483     12075000    562     14050000
   563     14075000    642     16050000
   643     16075000    722     18050000
   723     18075000    802     20050000
   803     20075000    882     22050000
   883     22075000    962     24050000
  1104     27600000   1183     29575000
  1184     29600000   1263     31575000
  1264     31600000   1343     33575000
  1344     33600000   1423     35575000
  1424     35600000   1503     37575000
  1504     37600000   1583     39575000
  1584     39600000   1663     41575000
  1725     43125000   1804     45100000
  1805     45125000   1884     47100000
  1885     47125000   1964     49100000
  1965     49125000   2044     51100000
  2045     51125000   2124     53100000
  2125     53125000   2204     55100000
  2205     55125000   2284     57100000
