from.id    from.cord  to.id      to.cord
     8       200000     18       450000
    21       525000     25       625000
    26       650000     32       800000
    33       825000     37       925000
    38       950000     43      1075000
    44      1100000     51      1275000
    52      1300000     85      2125000
    86      2150000     90      2250000
    91      2275000    170      4250000
   171      4275000    250      6250000
   251      6275000    278      6950000
   279      6975000    283      7075000
   284      7100000    328      8200000
   329      8225000    333      8325000
   334      8350000    346      8650000
   347      8675000    358      8950000
   359      8975000    438     10950000
   439     10975000    518     12950000
   519     12975000    598     14950000
   599     14975000    678     16950000
   679     16975000    734     18350000
   735     18375000    739     18475000
   740     18500000    819     20475000
   820     20500000    832     20800000
   833     20825000    837     20925000
   838     20950000    865     21625000
   866     21650000    870     21750000
   873     21825000    883     22075000
   884     22100000    890     22250000
   891     22275000    911     22775000
   914     22850000    919     22975000
   920     23000000    939     23475000
   940     23500000    944     23600000
   945     23625000    952     23800000
   953     23825000    957     23925000
   958     23950000    964     24100000
  1109     27725000   1118     27950000
  1119     27975000   1198     29950000
  1199     29975000   1278     31950000
  1279     31975000   1358     33950000
  1359     33975000   1438     35950000
  1439     35975000   1447     36175000
  1448     36200000   1454     36350000
  1455     36375000   1487     37175000
  1488     37200000   1493     37325000
  1494     37350000   1573     39325000
  1574     39350000   1592     39800000
  1593     39825000   1597     39925000
  1598     39950000   1631     40775000
  1632     40800000   1636     40900000
  1637     40925000   1657     41425000
  1658     41450000   1662     41550000
  1663     41575000   1673     41825000
  1674     41850000   1678     41950000
  1679     41975000   1706     42650000
  1730     43250000   1737     43425000
  1738     43450000   1775     44375000
  1776     44400000   1780     44500000
  1781     44525000   1860     46500000
  1861     46525000   1913     47825000
  1914     47850000   1919     47975000
  1920     48000000   1958     48950000
  1959     48975000   1963     49075000
  1964     49100000   2000     50000000
  2001     50025000   2007     50175000
  2008     50200000   2062     51550000
  2063     51575000   2067     51675000
  2068     51700000   2147     53675000
  2148     53700000   2166     54150000
  2167     54175000   2171     54275000
  2172     54300000   2187     54675000
  2188     54700000   2195     54875000
  2196     54900000   2227     55675000
  2228     55700000   2232     55800000
  2233     55825000   2277     56925000
  2278     56950000   2282     57050000
  2283     57075000   2340     58500000
