from.id    from.cord  to.id      to.cord
     0            0     79      1975000
    80      2000000    159      3975000
   160      4000000    239      5975000
   240      6000000    319      7975000
   320      8000000    399      9975000
   400     10000000    479     11975000
   480     12000000    559     13975000
   560     14000000    639     15975000
   640     16000000    719     17975000
   720     18000000    799     19975000
   880     22000000    959     23975000
  1060     26500000   1122     28050000
  1123     28075000   1202     30050000
  1203     30075000   1282     32050000
  1283     32075000   1362     34050000
  1363     34075000   1442     36050000
  1443     36075000   1522     38050000
  1523     38075000   1602     40050000
  1603     40075000   1682     42050000
  1683     42075000   1762     44050000
  1763     44075000   1842     46050000
  1843     46075000   1922     48050000
  1923     48075000   2002     50050000
  2003     50075000   2082     52050000
  2083     52075000   2162     54050000
  2163     54075000   2242     56050000
  2243     56075000   2322     58050000
