from.id    from.cord  to.id      to.cord
     5       125000     84      2100000
    85      2125000    164      4100000
   165      4125000    244      6100000
   245      6125000    324      8100000
   325      8125000    404     10100000
   405     10125000    484     12100000
   485     12125000    564     14100000
   565     14125000    644     16100000
   645     16125000    724     18100000
   725     18125000    804     20100000
   805     20125000    884     22100000
   885     22125000    964     24100000
  1106     27650000   1185     29625000
  1186     29650000   1265     31625000
  1266     31650000   1345     33625000
  1346     33650000   1425     35625000
  1426     35650000   1505     37625000
  1506     37650000   1585     39625000
  1586     39650000   1665     41625000
  1727     43175000   1806     45150000
  1807     45175000   1886     47150000
  1887     47175000   1966     49150000
  1967     49175000   2046     51150000
  2047     51175000   2126     53150000
  2127     53175000   2206     55150000
  2207     55175000   2286     57150000
