from.id    from.cord  to.id      to.cord
     0            0     79      1975000
    80      2000000    159      3975000
   160      4000000    239      5975000
   240      6000000    319      7975000
   320      8000000    399      9975000
   400     10000000    479     11975000
   480     12000000    559     13975000
   560     14000000    639     15975000
   640     16000000    719     17975000
   720     18000000    799     19975000
   880     22000000    959     23975000
  1087     27175000   1119     27975000
  1120     28000000   1199     29975000
  1200     30000000   1279     31975000
  1280     32000000   1359     33975000
  1360     34000000   1439     35975000
  1440     36000000   1519     37975000
  1520     38000000   1599     39975000
  1600     40000000   1679     41975000
  1680     42000000   1759     43975000
  1760     44000000   1839     45975000
  1840     46000000   1919     47975000
  1920     48000000   1999     49975000
  2000     50000000   2079     51975000
  2080     52000000   2159     53975000
  2160     54000000   2239     55975000
  2240     56000000   2319     57975000
