from.id    from.cord  to.id      to.cord
     0            0     79      1975000
    80      2000000    159      3975000
   160      4000000    239      5975000
   240      6000000    319      7975000
   320      8000000    399      9975000
   400     10000000    479     11975000
   480     12000000    559     13975000
   560     14000000    639     15975000
   640     16000000    719     17975000
   720     18000000    799     19975000
   880     22000000    959     23975000
  1079     26975000   1112     27800000
  1113     27825000   1192     29800000
  1193     29825000   1272     31800000
  1273     31825000   1352     33800000
  1353     33825000   1432     35800000
  1433     35825000   1512     37800000
  1513     37825000   1592     39800000
  1593     39825000   1672     41800000
  1673     41825000   1752     43800000
  1753     43825000   1832     45800000
  1833     45825000   1912     47800000
  1913     47825000   1992     49800000
  1993     49825000   2072     51800000
  2073     51825000   2152     53800000
  2153     53825000   2232     55800000
  2233     55825000   2312     57800000
