from.id    from.cord  to.id      to.cord
     0            0     79      1975000
    80      2000000    159      3975000
   160      4000000    239      5975000
   240      6000000    319      7975000
   320      8000000    399      9975000
   400     10000000    479     11975000
   480     12000000    559     13975000
   560     14000000    639     15975000
   640     16000000    719     17975000
   720     18000000    799     19975000
   880     22000000    959     23975000
  1115     27875000   1194     29850000
  1195     29875000   1274     31850000
  1275     31875000   1354     33850000
  1355     33875000   1434     35850000
  1435     35875000   1514     37850000
  1515     37875000   1594     39850000
  1595     39875000   1674     41850000
  1675     41875000   1754     43850000
  1755     43875000   1834     45850000
  1835     45875000   1914     47850000
  1915     47875000   1994     49850000
  1995     49875000   2074     51850000
  2075     51875000   2154     53850000
  2155     53875000   2234     55850000
  2235     55875000   2314     57850000
