from.id    from.cord  to.id      to.cord
     0            0     79      1975000
    80      2000000    159      3975000
   160      4000000    239      5975000
   240      6000000    319      7975000
   320      8000000    399      9975000
   400     10000000    479     11975000
   480     12000000    559     13975000
   560     14000000    639     15975000
   640     16000000    719     17975000
   720     18000000    799     19975000
   880     22000000    959     23975000
  1060     26500000   1123     28075000
  1124     28100000   1203     30075000
  1204     30100000   1283     32075000
  1284     32100000   1363     34075000
  1364     34100000   1443     36075000
  1444     36100000   1523     38075000
  1524     38100000   1603     40075000
  1604     40100000   1683     42075000
  1684     42100000   1763     44075000
  1764     44100000   1843     46075000
  1844     46100000   1923     48075000
  2004     50100000   2083     52075000
  2084     52100000   2163     54075000
  2164     54100000   2243     56075000
  2244     56100000   2323     58075000
