from.id    from.cord  to.id      to.cord
     7       175000     86      2150000
    87      2175000    166      4150000
   167      4175000    246      6150000
   247      6175000    326      8150000
   327      8175000    406     10150000
   407     10175000    486     12150000
   487     12175000    566     14150000
   567     14175000    646     16150000
   647     16175000    726     18150000
   727     18175000    806     20150000
   807     20175000    886     22150000
   887     22175000    966     24150000
  1108     27700000   1187     29675000
  1188     29700000   1267     31675000
  1268     31700000   1347     33675000
  1348     33700000   1427     35675000
  1428     35700000   1507     37675000
  1508     37700000   1587     39675000
  1588     39700000   1667     41675000
  1729     43225000   1808     45200000
  1809     45225000   1888     47200000
  1889     47225000   1968     49200000
  1969     49225000   2048     51200000
  2049     51225000   2128     53200000
  2129     53225000   2208     55200000
  2209     55225000   2288     57200000
