from.id    from.cord  to.id      to.cord
     4       100000     83      2075000
    84      2100000    163      4075000
   164      4100000    243      6075000
   244      6100000    323      8075000
   324      8100000    403     10075000
   404     10100000    483     12075000
   484     12100000    563     14075000
   564     14100000    643     16075000
   644     16100000    723     18075000
   724     18100000    803     20075000
   804     20100000    883     22075000
   884     22100000    963     24075000
  1105     27625000   1184     29600000
  1185     29625000   1264     31600000
  1265     31625000   1344     33600000
  1345     33625000   1424     35600000
  1425     35625000   1504     37600000
  1505     37625000   1584     39600000
  1585     39625000   1664     41600000
  1726     43150000   1805     45125000
  1806     45150000   1885     47125000
  1886     47150000   1965     49125000
  1966     49150000   2045     51125000
  2046     51150000   2125     53125000
  2126     53150000   2205     55125000
  2206     55150000   2285     57125000
