from.id    from.cord  to.id      to.cord
     0            0     79      1975000
    80      2000000    159      3975000
   160      4000000    239      5975000
   240      6000000    319      7975000
   320      8000000    399      9975000
   400     10000000    479     11975000
   480     12000000    559     13975000
   560     14000000    639     15975000
   640     16000000    719     17975000
   720     18000000    799     19975000
   880     22000000    959     23975000
  1060     26500000   1121     28025000
  1122     28050000   1201     30025000
  1202     30050000   1281     32025000
  1282     32050000   1361     34025000
  1362     34050000   1441     36025000
  1442     36050000   1521     38025000
  1522     38050000   1601     40025000
  1602     40050000   1681     42025000
  1682     42050000   1761     44025000
  1762     44050000   1841     46025000
  1842     46050000   1921     48025000
  1922     48050000   2001     50025000
  2002     50050000   2081     52025000
  2082     52050000   2161     54025000
  2162     54050000   2241     56025000
  2242     56050000   2321     58025000
