from.id    from.cord  to.id      to.cord
     0            0     79      1975000
    80      2000000    159      3975000
   160      4000000    239      5975000
   240      6000000    319      7975000
   320      8000000    399      9975000
   400     10000000    479     11975000
   480     12000000    559     13975000
   560     14000000    639     15975000
   640     16000000    719     17975000
   720     18000000    799     19975000
   880     22000000    959     23975000
  1088     27200000   1118     27950000
  1119     27975000   1198     29950000
  1199     29975000   1278     31950000
  1279     31975000   1358     33950000
  1359     33975000   1438     35950000
  1439     35975000   1518     37950000
  1519     37975000   1598     39950000
  1599     39975000   1678     41950000
  1679     41975000   1758     43950000
  1759     43975000   1838     45950000
  1839     45975000   1918     47950000
  1919     47975000   1998     49950000
  1999     49975000   2078     51950000
  2079     51975000   2158     53950000
  2159     53975000   2238     55950000
  2239     55975000   2318     57950000
