from.id    from.cord  to.id      to.cord
     0            0     79      1975000
    80      2000000    159      3975000
   160      4000000    239      5975000
   240      6000000    319      7975000
   320      8000000    399      9975000
   400     10000000    479     11975000
   480     12000000    559     13975000
   560     14000000    639     15975000
   640     16000000    719     17975000
   720     18000000    799     19975000
   880     22000000    959     23975000
  1068     26700000   1129     28225000
  1130     28250000   1209     30225000
  1210     30250000   1289     32225000
  1290     32250000   1369     34225000
  1370     34250000   1449     36225000
  1450     36250000   1529     38225000
  1530     38250000   1609     40225000
  1610     40250000   1689     42225000
  1690     42250000   1769     44225000
  1770     44250000   1849     46225000
  1850     46250000   1929     48225000
  1930     48250000   2009     50225000
  2010     50250000   2089     52225000
  2170     54250000   2249     56225000
  2250     56250000   2329     58225000
