from.id    from.cord  to.id      to.cord
     8       200000     87      2175000
    88      2200000    167      4175000
   168      4200000    247      6175000
   248      6200000    327      8175000
   328      8200000    407     10175000
   408     10200000    487     12175000
   488     12200000    567     14175000
   568     14200000    647     16175000
   648     16200000    727     18175000
   728     18200000    807     20175000
   808     20200000    887     22175000
  1083     27075000   1162     29050000
  1163     29075000   1242     31050000
  1243     31075000   1322     33050000
  1323     33075000   1402     35050000
  1403     35075000   1482     37050000
  1483     37075000   1562     39050000
  1563     39075000   1642     41050000
  1730     43250000   1809     45225000
  1810     45250000   1889     47225000
  1890     47250000   1969     49225000
  1970     49250000   2049     51225000
  2050     51250000   2129     53225000
  2130     53250000   2209     55225000
  2210     55250000   2289     57225000
