from.id    from.cord  to.id      to.cord
     0            0     79      1975000
    80      2000000    159      3975000
   160      4000000    239      5975000
   240      6000000    319      7975000
   320      8000000    399      9975000
   400     10000000    479     11975000
   480     12000000    559     13975000
   560     14000000    639     15975000
   640     16000000    719     17975000
   720     18000000    799     19975000
   880     22000000    959     23975000
  1117     27925000   1196     29900000
  1197     29925000   1276     31900000
  1277     31925000   1356     33900000
  1357     33925000   1436     35900000
  1437     35925000   1516     37900000
  1517     37925000   1596     39900000
  1677     41925000   1756     43900000
  1757     43925000   1836     45900000
  1917     47925000   1996     49900000
  1997     49925000   2076     51900000
  2077     51925000   2156     53900000
  2157     53925000   2236     55900000
  2237     55925000   2316     57900000
