from.id    from.cord  to.id      to.cord
     0            0     79      1975000
    80      2000000    159      3975000
   160      4000000    239      5975000
   240      6000000    319      7975000
   320      8000000    399      9975000
   400     10000000    479     11975000
   480     12000000    559     13975000
   560     14000000    639     15975000
   640     16000000    719     17975000
   720     18000000    799     19975000
   880     22000000    959     23975000
  1078     26950000   1113     27825000
  1114     27850000   1193     29825000
  1194     29850000   1273     31825000
  1274     31850000   1353     33825000
  1354     33850000   1433     35825000
  1434     35850000   1513     37825000
  1514     37850000   1593     39825000
  1594     39850000   1673     41825000
  1674     41850000   1753     43825000
  1754     43850000   1833     45825000
  1834     45850000   1913     47825000
  1914     47850000   1993     49825000
  1994     49850000   2073     51825000
  2074     51850000   2153     53825000
  2154     53850000   2233     55825000
  2234     55850000   2313     57825000
