from.id    from.cord  to.id      to.cord
     8       200000     87      2175000
    88      2200000    167      4175000
   168      4200000    247      6175000
   248      6200000    327      8175000
   328      8200000    407     10175000
   408     10200000    487     12175000
   488     12200000    567     14175000
   568     14200000    647     16175000
   648     16200000    727     18175000
   728     18200000    807     20175000
   808     20200000    887     22175000
  1106     27650000   1185     29625000
  1186     29650000   1265     31625000
  1266     31650000   1345     33625000
  1346     33650000   1425     35625000
  1426     35650000   1505     37625000
  1506     37650000   1585     39625000
  1586     39650000   1665     41625000
  1730     43250000   1809     45225000
  1810     45250000   1889     47225000
  1890     47250000   1969     49225000
  1970     49250000   2049     51225000
  2050     51250000   2129     53225000
  2130     53250000   2209     55225000
  2210     55250000   2289     57225000
