from.id    from.cord  to.id      to.cord
     6       150000     85      2125000
    86      2150000    165      4125000
   166      4150000    245      6125000
   246      6150000    325      8125000
   326      8150000    405     10125000
   406     10150000    485     12125000
   486     12150000    565     14125000
   566     14150000    645     16125000
   646     16150000    725     18125000
   726     18150000    805     20125000
   806     20150000    885     22125000
   886     22150000    965     24125000
  1107     27675000   1186     29650000
  1187     29675000   1266     31650000
  1267     31675000   1346     33650000
  1347     33675000   1426     35650000
  1427     35675000   1506     37650000
  1507     37675000   1586     39650000
  1587     39675000   1666     41650000
  1728     43200000   1807     45175000
  1808     45200000   1887     47175000
  1888     47200000   1967     49175000
  1968     49200000   2047     51175000
  2048     51200000   2127     53175000
  2128     53200000   2207     55175000
  2208     55200000   2287     57175000
