from.id    from.cord  to.id      to.cord
     0            0     79      1975000
    80      2000000    159      3975000
   160      4000000    239      5975000
   240      6000000    319      7975000
   320      8000000    399      9975000
   400     10000000    479     11975000
   480     12000000    559     13975000
   560     14000000    639     15975000
   640     16000000    719     17975000
   720     18000000    799     19975000
   880     22000000    959     23975000
  1089     27225000   1117     27925000
  1118     27950000   1197     29925000
  1198     29950000   1277     31925000
  1278     31950000   1357     33925000
  1358     33950000   1437     35925000
  1438     35950000   1517     37925000
  1518     37950000   1597     39925000
  1598     39950000   1677     41925000
  1678     41950000   1757     43925000
  1758     43950000   1837     45925000
  1918     47950000   1997     49925000
  1998     49950000   2077     51925000
  2078     51950000   2157     53925000
  2158     53950000   2237     55925000
  2238     55950000   2317     57925000
