from.id    from.cord  to.id      to.cord
     0            0     79      1975000
    80      2000000    159      3975000
   160      4000000    239      5975000
   240      6000000    319      7975000
   320      8000000    399      9975000
   400     10000000    479     11975000
   480     12000000    559     13975000
   560     14000000    639     15975000
   640     16000000    719     17975000
   720     18000000    799     19975000
  1071     26775000   1150     28750000
  1231     30775000   1310     32750000
  1311     32775000   1390     34750000
  1391     34775000   1470     36750000
  1471     36775000   1550     38750000
  1551     38775000   1630     40750000
  1631     40775000   1710     42750000
  1711     42775000   1790     44750000
  1791     44775000   1870     46750000
  1871     46775000   1950     48750000
  1951     48775000   2030     50750000
  2031     50775000   2110     52750000
  2111     52775000   2190     54750000
  2191     54775000   2270     56750000
  2271     56775000   2350     58750000
  2351     58775000   2430     60750000
  2431     60775000   2510     62750000
  2511     62775000   2590     64750000
  2591     64775000   2670     66750000
  2671     66775000   2750     68750000
  2751     68775000   2830     70750000
  2831     70775000   2910     72750000
  2911     72775000   2990     74750000
  2991     74775000   3070     76750000
  3071     76775000   3150     78750000
  3151     78775000   3230     80750000
  3231     80775000   3310     82750000
