from.id    from.cord  to.id      to.cord
     0            0     79      1975000
    80      2000000    159      3975000
   160      4000000    239      5975000
   240      6000000    319      7975000
   320      8000000    399      9975000
   400     10000000    479     11975000
   480     12000000    559     13975000
   560     14000000    639     15975000
   640     16000000    719     17975000
  1076     26900000   1155     28875000
  1156     28900000   1235     30875000
  1236     30900000   1315     32875000
  1316     32900000   1395     34875000
  1396     34900000   1475     36875000
  1525     38125000   1604     40100000
  1605     40125000   1684     42100000
  1685     42125000   1764     44100000
  1765     44125000   1844     46100000
  1860     46500000   1939     48475000
  1940     48500000   2019     50475000
  2020     50500000   2099     52475000
  2100     52500000   2179     54475000
  2180     54500000   2259     56475000
  2260     56500000   2339     58475000
  2340     58500000   2419     60475000
  2420     60500000   2499     62475000
  2500     62500000   2579     64475000
  2580     64500000   2659     66475000
  2660     66500000   2739     68475000
  2740     68500000   2819     70475000
  2820     70500000   2899     72475000
  2900     72500000   2979     74475000
  2980     74500000   3059     76475000
  3060     76500000   3139     78475000
  3140     78500000   3219     80475000
  3220     80500000   3299     82475000
