from.id    from.cord  to.id      to.cord
     0            0     79      1975000
    80      2000000    159      3975000
   160      4000000    239      5975000
   240      6000000    319      7975000
   320      8000000    399      9975000
   400     10000000    479     11975000
   480     12000000    559     13975000
   560     14000000    639     15975000
   640     16000000    719     17975000
  1078     26950000   1157     28925000
  1158     28950000   1237     30925000
  1238     30950000   1317     32925000
  1318     32950000   1397     34925000
  1398     34950000   1477     36925000
  1527     38175000   1606     40150000
  1607     40175000   1686     42150000
  1687     42175000   1766     44150000
  1767     44175000   1846     46150000
  1862     46550000   1941     48525000
  1942     48550000   2021     50525000
  2022     50550000   2101     52525000
  2102     52550000   2181     54525000
  2182     54550000   2261     56525000
  2262     56550000   2341     58525000
  2342     58550000   2421     60525000
  2422     60550000   2501     62525000
  2502     62550000   2581     64525000
  2582     64550000   2661     66525000
  2662     66550000   2741     68525000
  2742     68550000   2821     70525000
  2822     70550000   2901     72525000
  2902     72550000   2981     74525000
  2982     74550000   3061     76525000
  3062     76550000   3141     78525000
  3142     78550000   3221     80525000
  3222     80550000   3301     82525000
