from.id    from.cord  to.id      to.cord
     0            0     79      1975000
    80      2000000    159      3975000
   160      4000000    239      5975000
   240      6000000    319      7975000
   320      8000000    399      9975000
   400     10000000    479     11975000
   480     12000000    559     13975000
   560     14000000    639     15975000
   640     16000000    719     17975000
  1077     26925000   1156     28900000
  1157     28925000   1236     30900000
  1237     30925000   1316     32900000
  1317     32925000   1396     34900000
  1397     34925000   1476     36900000
  1526     38150000   1605     40125000
  1606     40150000   1685     42125000
  1686     42150000   1765     44125000
  1766     44150000   1845     46125000
  1861     46525000   1940     48500000
  1941     48525000   2020     50500000
  2021     50525000   2100     52500000
  2101     52525000   2180     54500000
  2181     54525000   2260     56500000
  2261     56525000   2340     58500000
  2341     58525000   2420     60500000
  2421     60525000   2500     62500000
  2501     62525000   2580     64500000
  2581     64525000   2660     66500000
  2661     66525000   2740     68500000
  2741     68525000   2820     70500000
  2821     70525000   2900     72500000
  2901     72525000   2980     74500000
  2981     74525000   3060     76500000
  3061     76525000   3140     78500000
  3141     78525000   3220     80500000
  3221     80525000   3300     82500000
