from.id    from.cord  to.id      to.cord
     0            0     79      1975000
    80      2000000    159      3975000
   160      4000000    239      5975000
   240      6000000    319      7975000
   320      8000000    399      9975000
   400     10000000    479     11975000
   480     12000000    559     13975000
   560     14000000    639     15975000
   640     16000000    719     17975000
   720     18000000    799     19975000
  1072     26800000   1151     28775000
  1152     28800000   1231     30775000
  1232     30800000   1311     32775000
  1312     32800000   1391     34775000
  1392     34800000   1471     36775000
  1472     36800000   1551     38775000
  1552     38800000   1631     40775000
  1632     40800000   1711     42775000
  1712     42800000   1791     44775000
  1792     44800000   1871     46775000
  1872     46800000   1951     48775000
  1952     48800000   2031     50775000
  2032     50800000   2111     52775000
  2112     52800000   2191     54775000
  2192     54800000   2271     56775000
  2272     56800000   2351     58775000
  2352     58800000   2431     60775000
  2432     60800000   2511     62775000
  2592     64800000   2671     66775000
  2672     66800000   2751     68775000
  2752     68800000   2831     70775000
  2832     70800000   2911     72775000
  2912     72800000   2991     74775000
  2992     74800000   3071     76775000
  3072     76800000   3151     78775000
  3152     78800000   3231     80775000
  3232     80800000   3311     82775000
