from.id    from.cord  to.id      to.cord
     0            0     79      1975000
    80      2000000    159      3975000
   160      4000000    239      5975000
   240      6000000    319      7975000
   320      8000000    399      9975000
   400     10000000    479     11975000
   480     12000000    559     13975000
   560     14000000    639     15975000
   640     16000000    719     17975000
   720     18000000    799     19975000
  1073     26825000   1152     28800000
  1153     28825000   1232     30800000
  1233     30825000   1312     32800000
  1313     32825000   1392     34800000
  1393     34825000   1472     36800000
  1473     36825000   1552     38800000
  1553     38825000   1632     40800000
  1633     40825000   1712     42800000
  1713     42825000   1792     44800000
  1793     44825000   1872     46800000
  1873     46825000   1952     48800000
  1953     48825000   2032     50800000
  2033     50825000   2112     52800000
  2113     52825000   2192     54800000
  2193     54825000   2272     56800000
  2273     56825000   2352     58800000
  2353     58825000   2432     60800000
  2433     60825000   2512     62800000
  2593     64825000   2672     66800000
  2673     66825000   2752     68800000
  2753     68825000   2832     70800000
  2833     70825000   2912     72800000
  2913     72825000   2992     74800000
  2993     74825000   3072     76800000
  3073     76825000   3152     78800000
  3153     78825000   3232     80800000
  3233     80825000   3312     82800000
