from.id    from.cord  to.id      to.cord
     0            0     79      1975000
    80      2000000    159      3975000
   160      4000000    239      5975000
   240      6000000    319      7975000
   320      8000000    399      9975000
   400     10000000    479     11975000
   480     12000000    559     13975000
   560     14000000    639     15975000
   640     16000000    719     17975000
  1075     26875000   1154     28850000
  1155     28875000   1234     30850000
  1235     30875000   1314     32850000
  1315     32875000   1394     34850000
  1395     34875000   1474     36850000
  1475     36875000   1554     38850000
  1555     38875000   1634     40850000
  1635     40875000   1714     42850000
  1715     42875000   1794     44850000
  1795     44875000   1874     46850000
  1875     46875000   1954     48850000
  1955     48875000   2034     50850000
  2035     50875000   2114     52850000
  2115     52875000   2194     54850000
  2195     54875000   2274     56850000
  2275     56875000   2354     58850000
  2355     58875000   2434     60850000
  2435     60875000   2514     62850000
  2595     64875000   2674     66850000
  2675     66875000   2754     68850000
  2755     68875000   2834     70850000
  2835     70875000   2914     72850000
  2915     72875000   2994     74850000
  2995     74875000   3074     76850000
  3075     76875000   3154     78850000
  3155     78875000   3234     80850000
  3235     80875000   3314     82850000
