from.id    from.cord  to.id      to.cord
     0            0     79      1975000
    80      2000000    159      3975000
   160      4000000    239      5975000
   240      6000000    319      7975000
   320      8000000    399      9975000
   400     10000000    479     11975000
   480     12000000    559     13975000
   560     14000000    639     15975000
   640     16000000    719     17975000
   720     18000000    799     19975000
  1070     26750000   1149     28725000
  1150     28750000   1229     30725000
  1230     30750000   1309     32725000
  1310     32750000   1389     34725000
  1390     34750000   1469     36725000
  1470     36750000   1549     38725000
  1550     38750000   1629     40725000
  1630     40750000   1709     42725000
  1710     42750000   1789     44725000
  1790     44750000   1869     46725000
  1870     46750000   1949     48725000
  1950     48750000   2029     50725000
  2030     50750000   2109     52725000
  2110     52750000   2189     54725000
  2190     54750000   2269     56725000
  2270     56750000   2349     58725000
  2350     58750000   2429     60725000
  2430     60750000   2509     62725000
  2510     62750000   2589     64725000
  2590     64750000   2669     66725000
  2670     66750000   2749     68725000
  2750     68750000   2829     70725000
  2830     70750000   2909     72725000
  2910     72750000   2989     74725000
  2990     74750000   3069     76725000
  3070     76750000   3149     78725000
  3150     78750000   3229     80725000
  3230     80750000   3309     82725000
