from.id    from.cord  to.id      to.cord
     2        50000     81      2025000
    82      2050000    161      4025000
   162      4050000    241      6025000
   242      6050000    321      8025000
   322      8050000    401     10025000
   402     10050000    481     12025000
   482     12050000    561     14025000
   562     14050000    641     16025000
   642     16050000    721     18025000
  1080     27000000   1159     28975000
  1160     29000000   1239     30975000
  1240     31000000   1319     32975000
  1320     33000000   1399     34975000
  1529     38225000   1608     40200000
  1609     40225000   1688     42200000
  1689     42225000   1768     44200000
  1769     44225000   1848     46200000
  1864     46600000   1943     48575000
  1944     48600000   2023     50575000
  2024     50600000   2103     52575000
  2104     52600000   2183     54575000
  2184     54600000   2263     56575000
  2264     56600000   2343     58575000
  2344     58600000   2423     60575000
  2424     60600000   2503     62575000
  2504     62600000   2583     64575000
  2584     64600000   2663     66575000
  2664     66600000   2743     68575000
  2744     68600000   2823     70575000
  2824     70600000   2903     72575000
  2904     72600000   2983     74575000
  2984     74600000   3063     76575000
  3064     76600000   3143     78575000
  3144     78600000   3223     80575000
  3224     80600000   3303     82575000
