from.id    from.cord  to.id      to.cord
     1        25000     80      2000000
    81      2025000    160      4000000
   161      4025000    240      6000000
   241      6025000    320      8000000
   321      8025000    400     10000000
   401     10025000    480     12000000
   481     12025000    560     14000000
   561     14025000    640     16000000
   641     16025000    720     18000000
  1079     26975000   1158     28950000
  1159     28975000   1238     30950000
  1239     30975000   1318     32950000
  1319     32975000   1398     34950000
  1399     34975000   1478     36950000
  1528     38200000   1607     40175000
  1608     40200000   1687     42175000
  1688     42200000   1767     44175000
  1768     44200000   1847     46175000
  1863     46575000   1942     48550000
  1943     48575000   2022     50550000
  2023     50575000   2102     52550000
  2103     52575000   2182     54550000
  2183     54575000   2262     56550000
  2263     56575000   2342     58550000
  2343     58575000   2422     60550000
  2423     60575000   2502     62550000
  2503     62575000   2582     64550000
  2583     64575000   2662     66550000
  2663     66575000   2742     68550000
  2743     68575000   2822     70550000
  2823     70575000   2902     72550000
  2903     72575000   2982     74550000
  2983     74575000   3062     76550000
  3063     76575000   3142     78550000
  3143     78575000   3222     80550000
  3223     80575000   3302     82550000
