from.id    from.cord  to.id      to.cord
     4       100000     14       350000
    16       400000     25       625000
    26       650000     38       950000
    39       975000     43      1075000
    44      1100000    119      2975000
   120      3000000    124      3100000
   127      3175000    131      3275000
   132      3300000    211      5275000
   212      5300000    291      7275000
   292      7300000    371      9275000
   372      9300000    438     10950000
   439     10975000    443     11075000
   444     11100000    451     11275000
   452     11300000    456     11400000
   457     11425000    536     13400000
   537     13425000    564     14100000
   565     14125000    569     14225000
   570     14250000    618     15450000
   633     15825000    636     15900000
   637     15925000    664     16600000
   673     16825000    676     16900000
   677     16925000    708     17700000
   709     17725000    713     17825000
   714     17850000    726     18150000
   768     19200000    775     19375000
   776     19400000    810     20250000
   826     20650000    829     20725000
   831     20775000    835     20875000
   836     20900000    849     21225000
   850     21250000    859     21475000
  1082     27050000   1089     27225000
  1090     27250000   1169     29225000
  1170     29250000   1221     30525000
  1222     30550000   1232     30800000
  1233     30825000   1278     31950000
  1279     31975000   1285     32125000
  1286     32150000   1365     34125000
  1366     34150000   1443     36075000
  1456     36400000   1459     36475000
  1460     36500000   1512     37800000
  1531     38275000   1534     38350000
  1536     38400000   1541     38525000
  1542     38550000   1621     40525000
  1622     40550000   1701     42525000
  1702     42550000   1726     43150000
  1727     43175000   1733     43325000
  1734     43350000   1813     45325000
  1821     45525000   1826     45650000
  1827     45675000   1846     46150000
  1866     46650000   1870     46750000
  1871     46775000   1878     46950000
  1879     46975000   1884     47100000
  1885     47125000   1896     47400000
  1902     47550000   1905     47625000
  1906     47650000   1985     49625000
  1986     49650000   2001     50025000
  2007     50175000   2086     52150000
  2087     52175000   2166     54150000
  2167     54175000   2246     56150000
  2247     56175000   2326     58150000
  2327     58175000   2380     59500000
  2381     59525000   2385     59625000
  2386     59650000   2396     59900000
  2397     59925000   2410     60250000
  2411     60275000   2487     62175000
  2488     62200000   2493     62325000
  2494     62350000   2573     64325000
  2574     64350000   2588     64700000
  2595     64875000   2598     64950000
  2599     64975000   2678     66950000
  2679     66975000   2758     68950000
  2759     68975000   2838     70950000
  2839     70975000   2918     72950000
  2919     72975000   2998     74950000
  2999     74975000   3022     75550000
  3023     75575000   3027     75675000
  3028     75700000   3107     77675000
  3108     77700000   3187     79675000
  3188     79700000   3232     80800000
  3233     80825000   3237     80925000
  3241     81025000   3263     81575000
  3265     81625000   3274     81850000
  3278     81950000   3285     82125000
  3287     82175000   3295     82375000
  3296     82400000   3312     82800000
