from.id    from.cord  to.id      to.cord
     3        75000     82      2050000
    83      2075000    162      4050000
   163      4075000    242      6050000
   243      6075000    322      8050000
   323      8075000    402     10050000
   403     10075000    482     12050000
   483     12075000    562     14050000
  1081     27025000   1160     29000000
  1161     29025000   1240     31000000
  1241     31025000   1320     33000000
  1321     33025000   1400     35000000
  1530     38250000   1609     40225000
  1610     40250000   1689     42225000
  1690     42250000   1769     44225000
  1865     46625000   1944     48600000
  1945     48625000   2024     50600000
  2025     50625000   2104     52600000
  2105     52625000   2184     54600000
  2185     54625000   2264     56600000
  2265     56625000   2344     58600000
  2345     58625000   2424     60600000
  2425     60625000   2504     62600000
  2505     62625000   2584     64600000
  2585     64625000   2664     66600000
  2665     66625000   2744     68600000
  2745     68625000   2824     70600000
  2825     70625000   2904     72600000
  2905     72625000   2984     74600000
  2985     74625000   3064     76600000
  3065     76625000   3144     78600000
  3145     78625000   3224     80600000
  3225     80625000   3304     82600000
