from.id    from.cord  to.id      to.cord
     0            0     39      1950000
    40      2000000     79      3950000
    80      4000000    119      5950000
   120      6000000    159      7950000
   160      8000000    199      9950000
   200     10000000    239     11950000
   240     12000000    279     13950000
   280     14000000    319     15950000
   320     16000000    359     17950000
   540     27000000    579     28950000
   580     29000000    619     30950000
   620     31000000    659     32950000
   660     33000000    699     34950000
   700     35000000    739     36950000
   762     38100000    801     40050000
   802     40100000    841     42050000
   842     42100000    881     44050000
   882     44100000    921     46050000
   930     46500000    969     48450000
   970     48500000   1009     50450000
  1010     50500000   1049     52450000
  1050     52500000   1089     54450000
  1090     54500000   1129     56450000
  1130     56500000   1169     58450000
  1170     58500000   1209     60450000
  1210     60500000   1249     62450000
  1250     62500000   1289     64450000
  1290     64500000   1329     66450000
  1330     66500000   1369     68450000
  1370     68500000   1409     70450000
  1410     70500000   1449     72450000
  1450     72500000   1489     74450000
  1490     74500000   1529     76450000
  1530     76500000   1569     78450000
  1570     78500000   1609     80450000
  1610     80500000   1649     82450000
