from.id    from.cord  to.id      to.cord
     0            0     12       600000
    13       650000     16       800000
    17       850000     23      1150000
    24      1200000     57      2850000
    58      2900000     64      3200000
    65      3250000    104      5200000
   105      5250000    144      7200000
   145      7250000    184      9200000
   185      9250000    224     11200000
   225     11250000    264     13200000
   265     13250000    304     15200000
   305     15250000    307     15350000
   315     15750000    320     16000000
   321     16050000    330     16500000
   331     16550000    340     17000000
   341     17050000    350     17500000
   351     17550000    359     17950000
   360     18000000    361     18050000
   374     18700000    389     19450000
   390     19500000    402     20100000
   411     20550000    416     20800000
   417     20850000    422     21100000
   541     27050000    546     27300000
   547     27350000    586     29300000
   587     29350000    608     30400000
   609     30450000    616     30800000
   617     30850000    637     31850000
   638     31900000    644     32200000
   645     32250000    684     34200000
   685     34250000    721     36050000
   722     36100000    731     36550000
   732     36600000    753     37650000
   763     38150000    774     38700000
   775     38750000    802     40100000
   803     40150000    804     40200000
   805     40250000    844     42200000
   845     42250000    860     43000000
   861     43050000    868     43400000
   869     43450000    905     45250000
   906     45300000    914     45700000
   915     45750000    920     46000000
   931     46550000    943     47150000
   944     47200000    945     47250000
   946     47300000    954     47700000
   955     47750000    994     49700000
   995     49750000    998     49900000
   999     49950000   1000     50000000
  1001     50050000   1040     52000000
  1041     52050000   1080     54000000
  1081     54050000   1120     56000000
  1121     56050000   1160     58000000
  1161     58050000   1195     59750000
  1196     59800000   1203     60150000
  1204     60200000   1241     62050000
  1242     62100000   1248     62400000
  1249     62450000   1288     64400000
  1289     64450000   1292     64600000
  1293     64650000   1301     65050000
  1302     65100000   1341     67050000
  1342     67100000   1381     69050000
  1382     69100000   1421     71050000
  1422     71100000   1461     73050000
  1462     73100000   1501     75050000
  1502     75100000   1510     75500000
  1513     75650000   1515     75750000
  1516     75800000   1555     77750000
  1556     77800000   1595     79750000
  1596     79800000   1617     80850000
  1618     80900000   1649     82450000
  1650     82500000   1653     82650000
