from.id    from.cord  to.id      to.cord
     0            0     39      1950000
    40      2000000     79      3950000
    80      4000000    119      5950000
   120      6000000    159      7950000
   160      8000000    199      9950000
   200     10000000    239     11950000
   240     12000000    279     13950000
   280     14000000    319     15950000
   320     16000000    359     17950000
   360     18000000    399     19950000
   506     25300000    545     27250000
   546     27300000    549     27450000
   550     27500000    589     29450000
   590     29500000    629     31450000
   630     31500000    669     33450000
   670     33500000    709     35450000
   710     35500000    749     37450000
   750     37500000    789     39450000
   790     39500000    829     41450000
   830     41500000    869     43450000
   950     47500000    989     49450000
   990     49500000   1029     51450000
  1030     51500000   1069     53450000
  1070     53500000   1109     55450000
  1110     55500000   1149     57450000
  1150     57500000   1189     59450000
  1190     59500000   1229     61450000
  1230     61500000   1269     63450000
  1270     63500000   1309     65450000
  1310     65500000   1349     67450000
  1350     67500000   1389     69450000
  1390     69500000   1429     71450000
  1430     71500000   1469     73450000
  1470     73500000   1509     75450000
  1510     75500000   1549     77450000
  1550     77500000   1589     79450000
