from.id    from.cord  to.id      to.cord
     0            0     39      1950000
    40      2000000     79      3950000
    80      4000000    119      5950000
   120      6000000    159      7950000
   160      8000000    199      9950000
   200     10000000    239     11950000
   240     12000000    279     13950000
   280     14000000    319     15950000
   320     16000000    359     17950000
   360     18000000    399     19950000
   539     26950000    578     28900000
   579     28950000    618     30900000
   619     30950000    658     32900000
   659     32950000    698     34900000
   699     34950000    738     36900000
   739     36950000    778     38900000
   779     38950000    818     40900000
   819     40950000    858     42900000
   859     42950000    898     44900000
   899     44950000    938     46900000
   939     46950000    978     48900000
   979     48950000   1018     50900000
  1019     50950000   1058     52900000
  1059     52950000   1098     54900000
  1099     54950000   1138     56900000
  1139     56950000   1178     58900000
  1179     58950000   1218     60900000
  1219     60950000   1258     62900000
  1299     64950000   1338     66900000
  1339     66950000   1378     68900000
  1379     68950000   1418     70900000
  1419     70950000   1458     72900000
  1459     72950000   1498     74900000
  1499     74950000   1538     76900000
  1539     76950000   1578     78900000
  1579     78950000   1618     80900000
