from.id    from.cord  to.id      to.cord
     0            0     39      1950000
    40      2000000     79      3950000
    80      4000000    119      5950000
   120      6000000    159      7950000
   160      8000000    199      9950000
   200     10000000    239     11950000
   240     12000000    279     13950000
   280     14000000    319     15950000
   320     16000000    359     17950000
   360     18000000    399     19950000
   537     26850000    576     28800000
   577     28850000    616     30800000
   617     30850000    656     32800000
   657     32850000    696     34800000
   697     34850000    736     36800000
   737     36850000    776     38800000
   777     38850000    816     40800000
   817     40850000    856     42800000
   857     42850000    896     44800000
   897     44850000    936     46800000
   937     46850000    976     48800000
   977     48850000   1016     50800000
  1017     50850000   1056     52800000
  1057     52850000   1096     54800000
  1097     54850000   1136     56800000
  1137     56850000   1176     58800000
  1177     58850000   1216     60800000
  1217     60850000   1256     62800000
  1297     64850000   1336     66800000
  1337     66850000   1376     68800000
  1377     68850000   1416     70800000
  1417     70850000   1456     72800000
  1457     72850000   1496     74800000
  1497     74850000   1536     76800000
  1537     76850000   1576     78800000
  1577     78850000   1616     80800000
  1617     80850000   1656     82800000
