from.id    from.cord  to.id      to.cord
     0            0     39      1950000
    40      2000000     79      3950000
    80      4000000    119      5950000
   120      6000000    159      7950000
   160      8000000    199      9950000
   200     10000000    239     11950000
   240     12000000    279     13950000
   280     14000000    319     15950000
   320     16000000    359     17950000
   360     18000000    399     19950000
   542     27100000    551     27550000
   552     27600000    591     29550000
   592     29600000    631     31550000
   632     31600000    671     33550000
   672     33600000    711     35550000
   712     35600000    751     37550000
   752     37600000    791     39550000
   792     39600000    831     41550000
   832     41600000    871     43550000
   952     47600000    991     49550000
   992     49600000   1031     51550000
  1032     51600000   1071     53550000
  1072     53600000   1111     55550000
  1112     55600000   1151     57550000
  1152     57600000   1191     59550000
  1192     59600000   1231     61550000
  1232     61600000   1271     63550000
  1272     63600000   1311     65550000
  1312     65600000   1351     67550000
  1352     67600000   1391     69550000
  1392     69600000   1431     71550000
  1432     71600000   1471     73550000
  1472     73600000   1511     75550000
  1512     75600000   1551     77550000
  1552     77600000   1591     79550000
  1592     79600000   1631     81550000
