from.id    from.cord  to.id      to.cord
     0            0     26      1300000
    27      1350000     66      3300000
    67      3350000    106      5300000
   107      5350000    146      7300000
   147      7350000    186      9300000
   187      9350000    226     11300000
   227     11350000    266     13300000
   267     13350000    304     15200000
   305     15250000    323     16150000
   324     16200000    327     16350000
   328     16400000    344     17200000
   345     17250000    347     17350000
   348     17400000    387     19350000
   388     19400000    391     19550000
   392     19600000    399     19950000
   538     26900000    549     27450000
   550     27500000    589     29450000
   590     29500000    605     30250000
   606     30300000    619     30950000
   620     31000000    659     32950000
   660     33000000    699     34950000
   700     35000000    718     35900000
   719     35950000    734     36700000
   735     36750000    750     37500000
   751     37550000    775     38750000
   776     38800000    815     40750000
   816     40800000    855     42750000
   856     42800000    857     42850000
   858     42900000    871     43550000
   872     43600000    902     45100000
   903     45150000    942     47100000
   943     47150000    957     47850000
   958     47900000    997     49850000
   998     49900000   1037     51850000
  1038     51900000   1077     53850000
  1078     53900000   1117     55850000
  1118     55900000   1157     57850000
  1158     57900000   1192     59600000
  1193     59650000   1206     60300000
  1207     60350000   1246     62300000
  1247     62350000   1286     64300000
  1287     64350000   1289     64450000
  1290     64500000   1304     65200000
  1305     65250000   1344     67200000
  1345     67250000   1384     69200000
  1385     69250000   1424     71200000
  1425     71250000   1464     73200000
  1465     73250000   1504     75200000
  1505     75250000   1544     77200000
  1545     77250000   1584     79200000
  1585     79250000   1614     80700000
  1615     80750000   1654     82700000
