from.id    from.cord  to.id      to.cord
     0            0     39      1950000
    40      2000000     79      3950000
    80      4000000    119      5950000
   120      6000000    159      7950000
   160      8000000    199      9950000
   200     10000000    239     11950000
   240     12000000    279     13950000
   280     14000000    319     15950000
   320     16000000    359     17950000
   360     18000000    399     19950000
   538     26900000    577     28850000
   578     28900000    617     30850000
   618     30900000    657     32850000
   658     32900000    697     34850000
   698     34900000    737     36850000
   738     36900000    777     38850000
   778     38900000    817     40850000
   818     40900000    857     42850000
   858     42900000    897     44850000
   898     44900000    937     46850000
   938     46900000    977     48850000
   978     48900000   1017     50850000
  1018     50900000   1057     52850000
  1058     52900000   1097     54850000
  1098     54900000   1137     56850000
  1138     56900000   1177     58850000
  1178     58900000   1217     60850000
  1218     60900000   1257     62850000
  1298     64900000   1337     66850000
  1338     66900000   1377     68850000
  1378     68900000   1417     70850000
  1418     70900000   1457     72850000
  1458     72900000   1497     74850000
  1498     74900000   1537     76850000
  1538     76900000   1577     78850000
  1578     78900000   1617     80850000
  1618     80900000   1657     82850000
