from.id    from.cord  to.id      to.cord
     0            0     19      1900000
    20      2000000     26      2600000
    27      2700000     46      4600000
    47      4700000     53      5300000
    55      5500000     74      7400000
    75      7500000     82      8200000
    83      8300000     93      9300000
    94      9400000    113     11300000
   114     11400000    125     12500000
   126     12600000    134     13400000
   135     13500000    154     15400000
   155     15500000    174     17400000
   175     17500000    194     19400000
   195     19500000    211     21100000
   212     21200000    231     23100000
   277     27700000    284     28400000
   285     28500000    304     30400000
   305     30500000    324     32400000
   325     32500000    344     34400000
   345     34500000    364     36400000
   365     36500000    384     38400000
   385     38500000    404     40400000
   405     40500000    422     42200000
   423     42300000    436     43600000
   437     43700000    456     45600000
   457     45700000    474     47400000
   475     47500000    483     48300000
   484     48400000    496     49600000
   497     49700000    505     50500000
   506     50600000    525     52500000
   526     52600000    545     54500000
   546     54600000    548     54800000
   549     54900000    557     55700000
   558     55800000    577     57700000
   578     57800000    581     58100000
