from.id    from.cord  to.id      to.cord
     0            0     19      1900000
    21      2100000     40      4000000
    41      4100000     60      6000000
    61      6100000     80      8000000
    81      8100000    100     10000000
   101     10100000    120     12000000
   121     12100000    140     14000000
   141     14100000    160     16000000
   161     16100000    180     18000000
   181     18100000    200     20000000
   201     20100000    209     20900000
   270     27000000    286     28600000
   287     28700000    306     30600000
   307     30700000    326     32600000
   327     32700000    346     34600000
   347     34700000    366     36600000
   367     36700000    386     38600000
   387     38700000    406     40600000
   407     40700000    418     41800000
   419     41900000    438     43800000
   439     43900000    440     44000000
   441     44100000    460     46000000
   461     46100000    480     48000000
   481     48100000    500     50000000
   501     50100000    520     52000000
   521     52100000    540     54000000
   541     54100000    560     56000000
   561     56100000    577     57700000
