from.id    from.cord  to.id      to.cord
     1       100000     16      1600000
    17      1700000     19      1900000
    20      2000000     24      2400000
    25      2500000     44      4400000
    45      4500000     64      6400000
    65      6500000     84      8400000
    85      8500000     91      9100000
    92      9200000    111     11100000
   112     11200000    127     12700000
   128     12800000    132     13200000
   133     13300000    152     15200000
   153     15300000    172     17200000
   173     17300000    192     19200000
   193     19300000    212     21200000
   214     21400000    233     23300000
   277     27700000    280     28000000
   281     28100000    300     30000000
   301     30100000    320     32000000
   321     32100000    340     34000000
   341     34100000    360     36000000
   361     36100000    380     38000000
   381     38100000    400     40000000
   401     40100000    420     42000000
   421     42100000    424     42400000
   431     43100000    434     43400000
   435     43500000    454     45400000
   455     45500000    474     47400000
   475     47500000    476     47600000
   477     47700000    481     48100000
   482     48200000    498     49800000
   499     49900000    503     50300000
   504     50400000    523     52300000
   524     52400000    543     54300000
   544     54400000    550     55000000
   551     55100000    555     55500000
   556     55600000    575     57500000
   576     57600000    583     58300000
