from.id    from.cord  to.id      to.cord
     0            0     19      1900000
    21      2100000     40      4000000
    41      4100000     60      6000000
    61      6100000     78      7800000
    79      7900000     95      9500000
    96      9600000    115     11500000
   116     11600000    135     13500000
   136     13600000    155     15500000
   156     15600000    175     17500000
   176     17600000    195     19500000
   196     19600000    207     20700000
   268     26800000    286     28600000
   287     28700000    306     30600000
   307     30700000    326     32600000
   327     32700000    346     34600000
   347     34700000    366     36600000
   367     36700000    386     38600000
   387     38700000    406     40600000
   407     40700000    418     41800000
   419     41900000    438     43800000
   439     43900000    440     44000000
   441     44100000    460     46000000
   461     46100000    470     47000000
   471     47100000    487     48700000
   488     48800000    492     49200000
   493     49300000    509     50900000
   510     51000000    529     52900000
   530     53000000    549     54900000
   550     55000000    569     56900000
   570     57000000    577     57700000
