from.id    from.cord  to.id      to.cord
     0            0     18      1800000
    19      1900000     38      3800000
    39      3900000     58      5800000
    59      5900000     78      7800000
    79      7900000     80      8000000
    81      8100000     93      9300000
    94      9400000    113     11300000
   114     11400000    133     13300000
   134     13400000    153     15300000
   154     15400000    173     17300000
   174     17400000    193     19300000
   194     19400000    209     20900000
   270     27000000    284     28400000
   285     28500000    304     30400000
   305     30500000    324     32400000
   325     32500000    344     34400000
   345     34500000    364     36400000
   365     36500000    384     38400000
   385     38500000    404     40400000
   405     40500000    420     42000000
   421     42100000    438     43800000
   439     43900000    458     45800000
   459     45900000    472     47200000
   473     47300000    485     48500000
   486     48600000    494     49400000
   495     49500000    507     50700000
   508     50800000    527     52700000
   528     52800000    547     54700000
   548     54800000    567     56700000
   568     56800000    579     57900000
