from.id    from.cord  to.id      to.cord
     0            0     19      1900000
    20      2000000     28      2800000
    29      2900000     48      4800000
    49      4900000     68      6800000
    69      6900000     88      8800000
    89      8900000    108     10800000
   109     10900000    128     12800000
   129     12900000    148     14800000
   149     14900000    168     16800000
   169     16900000    188     18800000
   189     18900000    203     20300000
   264     26400000    283     28300000
   284     28400000    291     29100000
   292     29200000    311     31100000
   312     31200000    331     33100000
   332     33200000    351     35100000
   352     35200000    371     37100000
   372     37200000    391     39100000
   392     39200000    411     41100000
   412     41200000    415     41500000
   416     41600000    435     43500000
   436     43600000    445     44500000
   446     44600000    465     46500000
   466     46600000    485     48500000
   486     48600000    505     50500000
   506     50600000    525     52500000
   526     52600000    545     54500000
   546     54600000    565     56500000
   566     56600000    575     57500000
