from.id    from.cord  to.id      to.cord
     0            0     19      1900000
    20      2000000     24      2400000
    25      2500000     44      4400000
    45      4500000     64      6400000
    65      6500000     84      8400000
    85      8500000    104     10400000
   105     10500000    124     12400000
   125     12500000    144     14400000
   145     14500000    164     16400000
   165     16500000    184     18400000
   185     18500000    204     20400000
   205     20500000    206     20600000
   267     26700000    286     28600000
   287     28700000    290     29000000
   291     29100000    310     31000000
   311     31100000    330     33000000
   331     33100000    350     35000000
   351     35100000    370     37000000
   371     37100000    390     39000000
   391     39100000    410     41000000
   411     41100000    415     41500000
   416     41600000    435     43500000
   436     43600000    443     44300000
   444     44400000    463     46300000
   464     46400000    483     48300000
   484     48400000    489     48900000
   490     49000000    492     49200000
   493     49300000    512     51200000
   513     51300000    532     53200000
   533     53300000    552     55200000
   553     55300000    572     57200000
   573     57300000    574     57400000
