from.id    from.cord  to.id      to.cord
     0            0     19      1900000
    20      2000000     27      2700000
    28      2800000     47      4700000
    48      4800000     67      6700000
    88      8800000    107     10700000
   108     10800000    127     12700000
   128     12800000    147     14700000
   148     14800000    167     16700000
   168     16800000    187     18700000
   188     18800000    203     20300000
   264     26400000    283     28300000
   284     28400000    293     29300000
   294     29400000    313     31300000
   314     31400000    333     33300000
   334     33400000    353     35300000
   354     35400000    373     37300000
   374     37400000    393     39300000
   394     39400000    412     41200000
   433     43300000    446     44600000
   447     44700000    466     46600000
   467     46700000    485     48500000
   486     48600000    495     49500000
   496     49600000    515     51500000
   516     51600000    535     53500000
   536     53600000    555     55500000
   556     55600000    571     57100000
