from.id    from.cord  to.id      to.cord
     0            0     19      1900000
    20      2000000     39      3900000
    40      4000000     59      5900000
    60      6000000     79      7900000
    80      8000000     99      9900000
   100     10000000    119     11900000
   120     12000000    139     13900000
   140     14000000    159     15900000
   160     16000000    179     17900000
   180     18000000    199     19900000
   200     20000000    209     20900000
   272     27200000    291     29100000
   292     29200000    311     31100000
   312     31200000    331     33100000
   332     33200000    351     35100000
   352     35200000    371     37100000
   372     37200000    391     39100000
   392     39200000    411     41100000
   412     41200000    419     41900000
   420     42000000    438     43800000
   439     43900000    458     45800000
   459     45900000    478     47800000
   479     47900000    498     49800000
   499     49900000    518     51800000
   519     51900000    538     53800000
   539     53900000    558     55800000
   559     55900000    578     57800000
