from.id    from.cord  to.id      to.cord
     0            0     19      1900000
    20      2000000     21      2100000
    22      2200000     41      4100000
    42      4200000     61      6100000
    62      6200000     81      8100000
    82      8200000    101     10100000
   102     10200000    121     12100000
   122     12200000    141     14100000
   142     14200000    161     16100000
   162     16200000    181     18100000
   182     18200000    201     20100000
   202     20200000    207     20700000
   274     27400000    293     29300000
   294     29400000    313     31300000
   314     31400000    333     33300000
   334     33400000    353     35300000
   354     35400000    373     37300000
   374     37400000    393     39300000
   394     39400000    413     41300000
   414     41400000    417     41700000
   418     41800000    437     43700000
   438     43800000    440     44000000
   441     44100000    460     46000000
   461     46100000    480     48000000
   481     48100000    500     50000000
   501     50100000    520     52000000
   521     52100000    540     54000000
   541     54100000    560     56000000
   561     56100000    580     58000000
