from.id    from.cord  to.id      to.cord
     0            0     19      1900000
    20      2000000     27      2700000
    28      2800000     47      4700000
    48      4800000     67      6700000
    68      6800000     81      8100000
    82      8200000     94      9400000
    95      9500000    114     11400000
   115     11500000    124     12400000
   125     12500000    131     13100000
   132     13200000    133     13300000
   134     13400000    135     13500000
   136     13600000    155     15500000
   156     15600000    175     17500000
   176     17600000    195     19500000
   196     19600000    210     21000000
   211     21100000    230     23000000
   276     27600000    283     28300000
   284     28400000    303     30300000
   304     30400000    323     32300000
   324     32400000    343     34300000
   344     34400000    363     36300000
   364     36400000    383     38300000
   384     38400000    403     40300000
   404     40400000    421     42100000
   422     42200000    437     43700000
   438     43800000    457     45700000
   458     45800000    473     47300000
   474     47400000    484     48400000
   485     48500000    495     49500000
   496     49600000    506     50600000
   507     50700000    526     52600000
   527     52700000    546     54600000
   548     54800000    558     55800000
   559     55900000    578     57800000
   579     57900000    580     58000000
