from.id    from.cord  to.id      to.cord
     0            0     17      1700000
    19      1900000     20      2000000
    22      2200000     25      2500000
    26      2600000     45      4500000
    46      4600000     65      6500000
    66      6600000     83      8300000
    84      8400000     92      9200000
    93      9300000    112     11200000
   113     11300000    126     12600000
   127     12700000    133     13300000
   134     13400000    153     15300000
   154     15400000    173     17300000
   174     17400000    193     19300000
   194     19400000    212     21200000
   213     21300000    232     23200000
   277     27700000    282     28200000
   283     28300000    302     30200000
   303     30300000    322     32200000
   323     32300000    342     34200000
   343     34300000    362     36200000
   363     36300000    382     38200000
   383     38300000    402     40200000
   403     40300000    422     42200000
   424     42400000    435     43500000
   436     43600000    455     45500000
   456     45600000    475     47500000
   476     47600000    482     48200000
   483     48300000    497     49700000
   498     49800000    504     50400000
   505     50500000    524     52400000
   525     52500000    544     54400000
   545     54500000    549     54900000
   550     55000000    555     55500000
   556     55600000    575     57500000
   576     57600000    582     58200000
