from.id    from.cord  to.id      to.cord
     0            0     19      1900000
    20      2000000     23      2300000
    24      2400000     43      4300000
    44      4400000     63      6300000
    64      6400000     83      8300000
    84      8400000    103     10300000
   104     10400000    123     12300000
   124     12400000    143     14300000
   144     14400000    163     16300000
   164     16400000    183     18300000
   184     18400000    203     20300000
   204     20400000    207     20700000
   268     26800000    287     28700000
   288     28800000    289     28900000
   290     29000000    309     30900000
   310     31000000    329     32900000
   330     33000000    349     34900000
   350     35000000    369     36900000
   370     37000000    389     38900000
   390     39000000    409     40900000
   410     41000000    416     41600000
   417     41700000    436     43600000
   437     43700000    442     44200000
   443     44300000    462     46200000
   463     46300000    482     48200000
   483     48300000    490     49000000
   492     49200000    511     51100000
   512     51200000    531     53100000
   532     53200000    551     55100000
   552     55200000    571     57100000
   572     57200000    575     57500000
