from.id    from.cord  to.id      to.cord
     0            0     18      1800000
    19      1900000     38      3800000
    39      3900000     58      5800000
    59      5900000     78      7800000
    79      7900000     98      9800000
    99      9900000    118     11800000
   119     11900000    138     13800000
   139     13900000    158     15800000
   159     15900000    178     17800000
   179     17900000    198     19800000
   199     19900000    210     21000000
   211     21100000    230     23000000
   271     27100000    290     29000000
   291     29100000    310     31000000
   311     31100000    330     33000000
   331     33100000    350     35000000
   351     35100000    370     37000000
   371     37100000    390     39000000
   391     39100000    410     41000000
   411     41100000    420     42000000
   421     42100000    437     43700000
   438     43800000    457     45700000
   458     45800000    477     47700000
   478     47800000    497     49700000
   498     49800000    517     51700000
   518     51800000    537     53700000
   538     53800000    557     55700000
   558     55800000    577     57700000
