from.id    from.cord  to.id      to.cord
     0            0     19      1900000
    20      2000000     21      2100000
    22      2200000     41      4100000
    42      4200000     61      6100000
    62      6200000     77      7700000
    78      7800000     96      9600000
    97      9700000    116     11600000
   117     11700000    136     13600000
   137     13700000    156     15600000
   157     15700000    176     17600000
   177     17700000    196     19600000
   197     19700000    206     20600000
   267     26700000    286     28600000
   288     28800000    307     30700000
   308     30800000    327     32700000
   328     32800000    347     34700000
   348     34800000    367     36700000
   368     36800000    387     38700000
   388     38800000    407     40700000
   408     40800000    417     41700000
   418     41800000    437     43700000
   438     43800000    441     44100000
   442     44200000    461     46100000
   462     46200000    469     46900000
   470     47000000    488     48800000
   489     48900000    491     49100000
   492     49200000    510     51000000
   511     51100000    530     53000000
   531     53100000    550     55000000
   551     55100000    570     57000000
   571     57100000    576     57600000
