from.id    from.cord  to.id      to.cord
   159     15900000    178     17800000
   179     17900000    198     19800000
   199     19900000    216     21600000
   217     21700000    236     23600000
   237     23700000    256     25600000
   257     25700000    276     27600000
   277     27700000    296     29600000
   297     29700000    316     31600000
   317     31700000    336     33600000
   337     33700000    356     35600000
   357     35700000    376     37600000
   377     37700000    396     39600000
   397     39700000    416     41600000
   417     41700000    436     43600000
   437     43700000    456     45600000
   457     45700000    476     47600000
   477     47700000    496     49600000
