from.id    from.cord  to.id      to.cord
   156     15600000    175     17500000
   176     17600000    195     19500000
   216     21600000    235     23500000
   236     23600000    255     25500000
   256     25600000    257     25700000
   258     25800000    277     27700000
   278     27800000    297     29700000
   298     29800000    317     31700000
   318     31800000    337     33700000
   338     33800000    357     35700000
   358     35800000    377     37700000
   378     37800000    397     39700000
   398     39800000    417     41700000
   418     41800000    437     43700000
   438     43800000    457     45700000
   458     45800000    477     47700000
   478     47800000    492     49200000
