from.id    from.cord  to.id      to.cord
   166     16600000    172     17200000
   173     17300000    176     17600000
   188     18800000    192     19200000
   193     19300000    196     19600000
   197     19700000    216     21600000
   217     21700000    218     21800000
   219     21900000    234     23400000
   235     23500000    245     24500000
   246     24600000    248     24800000
   249     24900000    257     25700000
   258     25800000    277     27700000
   278     27800000    297     29700000
   298     29800000    317     31700000
   318     31800000    337     33700000
   338     33800000    357     35700000
   358     35800000    377     37700000
   378     37800000    397     39700000
   398     39800000    417     41700000
   418     41800000    437     43700000
   438     43800000    457     45700000
   458     45800000    477     47700000
   478     47800000    497     49700000
   498     49800000    502     50200000
