from.id    from.cord  to.id      to.cord
   158     15800000    177     17700000
   178     17800000    197     19700000
   198     19800000    217     21700000
   218     21800000    237     23700000
   238     23800000    257     25700000
   258     25800000    260     26000000
   261     26100000    280     28000000
   281     28100000    300     30000000
   301     30100000    320     32000000
   321     32100000    340     34000000
   341     34100000    360     36000000
   361     36100000    380     38000000
   381     38100000    400     40000000
   401     40100000    420     42000000
   421     42100000    440     44000000
   441     44100000    460     46000000
   461     46100000    480     48000000
   481     48100000    492     49200000
