from.id    from.cord  to.id      to.cord
   202     20200000    221     22100000
   222     22200000    224     22400000
   225     22500000    228     22800000
   229     22900000    248     24800000
   249     24900000    263     26300000
   264     26400000    283     28300000
   284     28400000    303     30300000
   304     30400000    323     32300000
   324     32400000    343     34300000
   344     34400000    363     36300000
   364     36400000    383     38300000
   384     38400000    403     40300000
   404     40400000    423     42300000
   424     42400000    443     44300000
   444     44400000    463     46300000
   464     46400000    483     48300000
   484     48400000    496     49600000
