from.id    from.cord  to.id      to.cord
   160     16000000    179     17900000
   180     18000000    199     19900000
   200     20000000    219     21900000
   220     22000000    225     22500000
   226     22600000    228     22800000
   229     22900000    248     24800000
   249     24900000    258     25800000
   259     25900000    278     27800000
   279     27900000    298     29800000
   299     29900000    318     31800000
   319     31900000    338     33800000
   339     33900000    358     35800000
   359     35900000    378     37800000
   379     37900000    398     39800000
   399     39900000    418     41800000
   419     41900000    438     43800000
   439     43900000    458     45800000
   459     45900000    478     47800000
   479     47900000    494     49400000
