from.id    from.cord  to.id      to.cord
   161     16100000    180     18000000
   181     18100000    200     20000000
   201     20100000    220     22000000
   221     22100000    224     22400000
   225     22500000    229     22900000
   230     23000000    249     24900000
   250     25000000    257     25700000
   258     25800000    277     27700000
   278     27800000    297     29700000
   298     29800000    317     31700000
   318     31800000    337     33700000
   338     33800000    357     35700000
   358     35800000    377     37700000
   378     37800000    397     39700000
   398     39800000    417     41700000
   418     41800000    437     43700000
   438     43800000    457     45700000
   458     45800000    477     47700000
   478     47800000    496     49600000
