from.id    from.cord  to.id      to.cord
   166     16600000    171     17100000
   172     17200000    177     17700000
   187     18700000    192     19200000
   193     19300000    197     19700000
   198     19800000    206     20600000
   208     20800000    218     21800000
   219     21900000    235     23500000
   236     23600000    255     25500000
   256     25600000    257     25700000
   258     25800000    277     27700000
   278     27800000    297     29700000
   298     29800000    317     31700000
   318     31800000    337     33700000
   338     33800000    357     35700000
   358     35800000    377     37700000
   378     37800000    397     39700000
   398     39800000    417     41700000
   418     41800000    437     43700000
   438     43800000    457     45700000
   458     45800000    477     47700000
   478     47800000    497     49700000
   498     49800000    503     50300000
