from.id    from.cord  to.id      to.cord
   164     16400000    173     17300000
   174     17400000    176     17600000
   177     17700000    193     19300000
   194     19400000    196     19600000
   197     19700000    216     21600000
   217     21700000    219     21900000
   220     22000000    234     23400000
   256     25600000    258     25800000
   259     25900000    278     27800000
   279     27900000    298     29800000
   299     29900000    318     31800000
   319     31900000    338     33800000
   339     33900000    358     35800000
   359     35900000    378     37800000
   379     37900000    398     39800000
   399     39900000    418     41800000
   419     41900000    438     43800000
   439     43900000    458     45800000
   459     45900000    478     47800000
   479     47900000    498     49800000
   499     49900000    502     50200000
