from.id    from.cord  to.id      to.cord
   203     20300000    222     22200000
   224     22400000    229     22900000
   230     23000000    249     24900000
   250     25000000    262     26200000
   263     26300000    282     28200000
   283     28300000    302     30200000
   303     30300000    322     32200000
   323     32300000    342     34200000
   343     34300000    362     36200000
   363     36300000    382     38200000
   383     38300000    402     40200000
   403     40300000    422     42200000
   423     42300000    442     44200000
   443     44300000    462     46200000
   463     46300000    482     48200000
   483     48300000    497     49700000
